region,area,candidate_rank,complex_name,api_name,lawd_cd,build_year,households,walk_station_min,nearest_station,elementary_school,middle_school,commute_eulji_min,priority,screening,note,source_url,static_data_status
경기남부,미사,4,미사강변동원로얄듀크,미사강변동원로얄듀크,41450,,,,,,,,관찰,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
경기남부,미사,5,미사강변센트리버,미사강변센트리버,41450,,,,,,,,관찰,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
경기남부,평촌,1,초원대림,초원마을대림,41173,1993.0,1035.0,13.0,평촌,귀인초,평촌중,60.0,핵심,가격경계,전용 84㎡·귀인초/평촌 학군. 84㎡ 최근 13.34억으로 MAX 바로 아래 경계.,https://kbland.kr/se/c/4772,기초검증
경기남부,평촌,2,한가람삼성,한가람삼성,41173,1995.0,708.0,15.0,평촌,안양부안초,부림중,60.0,핵심,조건충족,전용 84.93㎡·708세대. 평촌역 도보권에서 가격 여유가 큰 가성비 비교대상.,https://kbland.kr/c/4764,기초검증
경기남부,평촌,3,향촌롯데,향촌롯데,41173,1993.0,530.0,12.0,범계,평촌초,평촌중,58.0,보류,가격초과,"전용 84㎡·귀인중 학군 강점. 현재 84㎡는 15억대라 MAX 초과, 가격 하락 시 재진입 후보.",https://realty.daangn.com/complexes/15075176,기초검증
경기남부,평촌,4,귀인마을현대홈타운,귀인마을현대홈타운,41173,,,,,,,,관찰,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
경기남부,평촌,5,꿈마을라이프,꿈마을라이프,41173,,,,,,,,관찰,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
경기남부,영통,1,영통아이파크캐슬1단지,영통아이파크캐슬1단지,41117,,,,,,,,핵심,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
경기남부,영통,2,영통아이파크캐슬2단지,영통아이파크캐슬2단지,41117,,,,,,,,핵심,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
경기남부,영통,3,청명마을4단지삼성,청명마을4단지삼성,41117,,,,,,,,핵심,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
경기남부,영통,4,신나무실5단지주공,신나무실5단지주공,41117,,,,,,,,관찰,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
경기남부,영통,5,벽적골8단지주공,벽적골8단지주공,41117,,,,,,,,관찰,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
경기남부,망포,1,힐스테이트영통,힐스테이트영통,41117,,,,,,,,핵심,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
경기남부,망포,2,영통아이파크캐슬2단지,영통아이파크캐슬2단지,41117,,,,,,,,핵심,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
경기남부,망포,3,망포마을쌍용1차,망포마을쌍용1차,41117,,,,,,,,핵심,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
경기남부,망포,4,그대가프리미어,그대가프리미어,41117,,,,,,,,관찰,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
경기남부,망포,5,영통SK뷰,영통SK뷰,41117,,,,,,,,관찰,TOP 후보,생활권 TOP 후보. 가격은 국토부 API로 자동 갱신; 세대수·역거리·학교 등 정적조건은 상세 검증 보강 예정.,,추가검증
